SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
prebid,jastrzabpost.pl,,Desktop,Web,DISPLAY,300x600,PL,8935,7358,8829,83.34%,5,0.06%,2.407681,0.269,0.327,0.482,0,0.00%,0.8235,0.9881,0.3272,0.8811,0.0004,0.8811,low,IAB12 - News & Politics,IAB13 - Business,news,"mass_reach,professionals",Polski portal informacyjny dociera do szerokiej publiczności zainteresowanej bieżącymi wiadomościami i analizami.
adxbr,raonegamer.top,,Mobile,Web,DISPLAY,300x250,BR,8888,5898,8747,67.43%,108,1.22%,12.915216,1.453,2.19,0.12,0,0.00%,0.6636,0.9841,2.1898,0.7758,0.0001,0.5818,medium,IAB20 - Video Gaming,,gaming,"young_adults, students, tech_enthusiasts","Witryna gamingowa dociera do społeczności graczy, wymaga jednak weryfikacji jakości treści i bezpieczeństwa marki."
adxbr,www.listamais.com.br,,Mobile,Web,DISPLAY,300x250,BR,8878,5882,8478,69.38%,36,0.41%,10.919274,1.23,1.856,0.303,0,0.00%,0.6625,0.9549,1.8564,0.7648,0.0001,0.0,high,IAB12 - News & Politics,IAB15 - Hobbies & Interests,other,mass_reach,Serwis listy/spam może zawierać treści niskiej jakości lub niepewne dla wizerunku marki.
admixer,www.dailystar.co.uk,,Mobile,Web,DISPLAY,320x100,GB,8861,7097,8578,82.73%,29,0.33%,9.712821,1.096,1.369,0.335,0,0.00%,0.8009,0.9681,1.3686,0.8594,0.0001,0.0,high,IAB12 - News & Politics,IAB11 - Entertainment,news,"mass_reach, young_adults","Tabloid o tendencji do sensacyjnych treści, oferujący masowy zasięg ale niosący wysokie ryzyko brand safety."
rp,cidadehoje.sapo.pt,,Mobile,Web,DISPLAY,300x600,PT,8813,7864,8724,90.14%,31,0.35%,7.141501,0.81,0.908,0.23,0,0.00%,0.8923,0.9899,0.9081,0.9265,0.0001,0.9265,low,IAB12 - News & Politics,IAB3 - Business,news,"mass_reach, professionals","Portal informacyjny o bieżących wiadomościach i zaobserwowaniach z Portugalii, docierający do zaangażowanej publiczności zainteresowanej wiadomościami lokalnymi."
pubmatic,www.theguardian.com,,Mobile,Web,DISPLAY,320x50,AU,8686,8380,8559,97.91%,6,0.07%,8.875673,1.022,1.059,1.479,0,0.00%,0.9648,0.9854,1.0591,0.972,0.0001,0.972,low,IAB12 - News & Politics,IAB15 - Business & Finance,news,"professionals,high_income",Wiodąca brytyjska gazeta o międzynarodowym zasięgu i wysokiej wiarygodności czytana przez profesjonalistów i elitę.
onetag,www.tokfm.pl,,Desktop,Web,DISPLAY,728x90,PL,8592,3390,8516,39.81%,1,0.01%,1.516831,0.177,0.447,1.517,0,0.00%,0.3946,0.9912,0.4474,0.6034,0.0006,0.4526,medium,IAB24 - Uncategorized,IAB12 - News & Politics,news,"mass_reach,professionals",Polska stacja radiowa online dociera do szerokiego grona słuchaczy szukających wiadomości i treści rozrywkowych.
pubmatic,www.gloucestershirelive.co.uk,,Mobile,Web,DISPLAY,970x250,GB,8584,7772,8331,93.29%,27,0.31%,9.119244,1.062,1.173,0.338,0,0.00%,0.9054,0.9705,1.1733,0.9282,0.0001,0.9282,low,IAB12 - News & Politics,,news,mass_reach,Lokalna gazeta online z wiadomościami o społeczności Gloucestershire i wydarzeniach regionalnych.
pubmatic,www.kleinanzeigen.de,,Desktop,Web,DISPLAY,160x600,DE,8525,6798,8354,81.37%,8,0.09%,11.182718,1.312,1.645,1.398,0,0.00%,0.7974,0.9799,1.645,0.8613,0.0001,0.8613,low,IAB19 - Shopping,,other,mass_reach,"Niemiecki portal ogłoszeń klasyfikowanych należący do eBay, docierający do szerokiej publiczności poszukującej towarów i usług."
adxbr,www.drupnet.com,,Mobile,Web,DISPLAY,300x250,BR,8516,6346,8088,78.46%,2126,24.96%,248.322254,29.159,39.131,0.117,0,0.00%,0.7452,0.9497,39.1305,0.8168,0.0,0.8168,low,IAB19 - Technology & Computing,,technology,"professionals, tech_enthusiasts",Serwis techniczny i programistyczny dla profesjonalnych deweloperów i tech-savy odbiorców.
prebid,www.horecatrends.pl,,Mobile,Web,DISPLAY,336x280,PL,8402,5379,8237,65.30%,18,0.21%,22.130481,2.634,4.114,1.229,0,0.00%,0.6402,0.9804,4.1142,0.7593,0.0,0.7593,low,IAB3 - Business,IAB16 - Hobbies & Interests,lifestyle,"professionals,tech_enthusiasts",Polski portal branżowy poświęcony hotelarsko-restauracyjnemu sektorowi przyciągający profesjonalistów sektora HORECA.
sovrn,www.prosport.ro,,Mobile,Web,DISPLAY,336x280,RO,8321,4103,8235,49.82%,2,0.02%,1.146443,0.138,0.279,0.573,0,0.00%,0.4931,0.9897,0.2794,0.6669,0.0007,0.6669,low,IAB17 - Sports,,sports,"mass_reach,young_adults",Rumuński portal sportowy przyciągający fanów piłki nożnej i innych dyscyplin zainteresowanych bieżącymi wynikami i analizami.
opera,portal.abczdrowie.pl,,Desktop,Web,DISPLAY,336x280,PL,8297,6785,8199,82.75%,0,0.00%,2.228879,0.269,0.329,0.0,0,0.00%,0.8178,0.9882,0.3285,0.8774,0.0004,0.8774,low,IAB8 - Health & Fitness,,health,"mass_reach, professionals, parents",Portal zdrowotny z wiarygodną zawartością medyczną przyciąga osoby zainteresowane profilaktyką i poradami zdrowotnymi.
yoc,kobieta.onet.pl,,Mobile,Web,DISPLAY,320x100,PL,8236,6634,7705,86.10%,49,0.59%,32.502416,3.946,4.899,0.663,0,0.00%,0.8055,0.9355,4.8994,0.851,0.0,0.851,low,IAB19 - Lifestyle,,lifestyle,"mass_reach,young_adults,parents","Portal lifestylowy dla kobiet w ramach portalu Onet, dostarczający treści o mnie, urodzie i relacjach."
adx,www.kicker.de,,Mobile,Web,DISPLAY,300x250,DE,8234,5595,7989,70.03%,27,0.33%,11.405794,1.385,2.039,0.422,0,0.00%,0.6795,0.9702,2.0386,0.7812,0.0001,0.7812,low,IAB17 - Sports,,sports,"mass_reach,young_adults","Wiodący niemiecki portal sportowy z fokusem na piłkę nożną, przyciągający masowych odbiorców zainteresowanych sportem."
opera,mumsnet.com,,Mobile,Web,DISPLAY,728x90,GB,8227,7855,8164,96.22%,2,0.02%,11.003652,1.338,1.401,5.502,0,0.00%,0.9548,0.9923,1.4008,0.9679,0.0001,0.9679,low,IAB9 - Hobbies & Interests,IAB8 - Family & Parenting,lifestyle,"parents, young_adults, professionals","Brytyjska komunita rodziców i matek oferująca forum dyskusyjne, porady i wsparcie dla rodziców wychowujących dzieci."
medianet,www.crazygames.com,,Desktop,Web,DISPLAY,320x50,MX,8159,7703,8002,96.26%,4,0.05%,34.456246,4.223,4.473,8.614,0,0.00%,0.9441,0.9808,4.4731,0.9569,0.0,0.7177,medium,IAB20 - Video Gaming,,gaming,"young_adults, students, mass_reach","Portal z darmowymi grami online przyciągający młodą, zaangażowaną publiczność idealną dla producentów gier i energetyków."
adx,zwielkopolski24.pl,,Mobile,Web,DISPLAY,300x600,PL,8155,4876,7817,62.38%,12,0.15%,21.686932,2.659,4.448,1.807,0,0.00%,0.5979,0.9586,4.4477,0.7241,0.0,0.7241,low,IAB17 - Local & Regional,IAB12 - News & Politics,news,"mass_reach, parents",Lokalny portal informacyjny Wielkopolski umożliwiający targetowanie mieszkańców regionu z treściami dostosowanymi do ich potrzeb.
adyoulike,news.sky.com,,Mobile,Web,DISPLAY,728x90,GB,8010,6791,7869,86.30%,6,0.07%,10.113221,1.263,1.489,1.686,0,0.00%,0.8478,0.9824,1.4892,0.8949,0.0001,0.8949,low,IAB12 - News & Politics,IAB11 - Entertainment,news,"mass_reach,professionals",Wysokiej jakości serwis informacyjny brytyjski z szerokim zasięgiem i zaufaniem odbiorców.
rp,entertainment.inquirer.net,,Mobile,Web,DISPLAY,300x250,PH,7974,1504,7207,20.87%,14,0.18%,3.299546,0.414,2.194,0.236,0,0.00%,0.1886,0.9038,2.1938,0.4389,0.0002,0.4389,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults","Dział rozrywki Philippine Inquirer, atrakcyjny dla marek mediów, filmów i usług streamingowych skierowanych na publiczność azjatycką."
appnexus,www.thescottishsun.co.uk,,Mobile,Web,DISPLAY,320x100,GB,7965,7629,7848,97.21%,9,0.11%,16.114465,2.023,2.112,1.79,0,0.00%,0.9578,0.9853,2.1123,0.9674,0.0,0.7256,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,mass_reach,Szkocka edycja tabloidu The Sun o szerokim zasięgu wśród mieszkańców Szkocji zainteresowanych wiadomościami lokalnym i sensacją.
adx,www.ozap.com,,Mobile,Web,DISPLAY,500x120,FR,7955,0,0,0.00%,19,0.24%,8.236772,1.035,0.0,0.434,0,0.00%,0.0,0.0,0.0,0.0,0.0001,0.0,medium,IAB8 - Entertainment,,entertainment,"mass_reach,young_adults","Portal rozrywkowy skupiający się na bieżących trendach, celebrytach i popkulturze, wartościowy dla marek orientowanych na młodą publiczność."
pubmatic,mail.yahoo.com,,Desktop,Web,DISPLAY,160x600,BR,7950,5594,7790,71.81%,16,0.20%,7.996277,1.006,1.429,0.5,0,0.00%,0.7036,0.9799,1.4294,0.8003,0.0001,0.8003,low,IAB1 - Arts & Entertainment,,other,"mass_reach, professionals, parents",Globalna platforma poczty elektronicznej Yahoo Mail dociera do milionów użytkowników z różnych segmentów demograficznych.
index,www.supersoluce.com,,Mobile,Web,DISPLAY,300x600,FR,7900,3379,7763,43.53%,15,0.19%,12.06849,1.528,3.572,0.805,0,0.00%,0.4277,0.9827,3.5716,0.622,0.0001,0.4665,medium,IAB14 - Games,IAB19 - Technology & Computing,gaming,"young_adults,students",Portal z rozwiązaniami do gier wideo skierowany do gracze szukających pomocy i porad.
pubmatic,www.zoopla.co.uk,,Mobile,Web,DISPLAY,320x50,GB,7864,7408,7709,96.10%,20,0.25%,28.803247,3.663,3.888,1.44,0,0.00%,0.942,0.9803,3.8881,0.9554,0.0,0.9554,low,IAB10 - Home & Garden,IAB3 - Business,other,"professionals, high_income, parents","Brytyjski lider w serwisach nieruchomości z szeroką bazą ofert dla kupujących, wynajmujących i inwestorów na rynku UK."
adxbr,androidkosmos.de,,Mobile,Web,DISPLAY,320x100,BR,7705,7171,7545,95.04%,84,1.09%,10.278438,1.334,1.433,0.122,0,0.00%,0.9307,0.9792,1.4333,0.9477,0.0001,0.9477,low,IAB17 - Software,IAB3 - Business,technology,"tech_enthusiasts, professionals, young_adults",Niemiecki serwis poświęcony systemowi Android i technologii mobilnej docierający do entuzjastów techniki.
openx,odleglosci.info,,Mobile,Web,DISPLAY,970x250,PL,7582,269,6654,4.04%,0,0.00%,0.172348,0.023,0.641,0.0,0,0.00%,0.0355,0.8776,0.6407,0.3302,0.0043,0.3302,low,IAB20 - Travel,,travel,"mass_reach, young_adults","Serwis informacyjny o podróżach i dystansach pomiędzy miejscami, przydatny dla turystów i podróżników."
rp,ndmais.com.br,,Mobile,Web,DISPLAY,300x250,BR,7465,5101,7325,69.64%,19,0.25%,9.695312,1.299,1.901,0.51,0,0.00%,0.6833,0.9812,1.9007,0.7876,0.0001,0.7876,low,IAB12 - News & Politics,,news,mass_reach,Brazylijski serwis informacyjny z szerokim zasięgiem wśród brazylijskich czytelników.
adxbr,www.infobae.com,,Mobile,Web,DISPLAY,300x250,BR,7452,4825,7347,65.67%,16,0.21%,4.945343,0.664,1.025,0.309,0,0.00%,0.6475,0.9859,1.0249,0.7659,0.0002,0.5744,medium,IAB12 - News & Politics,,news,"mass_reach, professionals","Argentyński portal informacyjny o szerokim zasięgu w Ameryce Łacińskiej, choć czasami zawiera kontrowersyjne treści."
adx,www.gsmmaniak.pl,,Mobile,Web,DISPLAY,300x250,PL,7409,5103,7251,70.38%,15,0.20%,11.875093,1.603,2.327,0.792,0,0.00%,0.6888,0.9787,2.3271,0.7903,0.0001,0.7903,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults","Polski serwis techniczny specjalizujący się w smartfonach, recenzjach i nowościach technicznych."
pubmatic,www.sports.fr,,Mobile,Web,DISPLAY,970x250,FR,7404,6038,7081,85.27%,5,0.07%,8.128863,1.098,1.346,1.626,0,0.00%,0.8155,0.9564,1.3463,0.8648,0.0001,0.8648,low,IAB17 - Sports,,sports,"mass_reach,young_adults",Wiodący francuski portal sportowy z szerokim zasięgiem wśród francuskich kibiców i sportowców.
adxbr,www.index.hr,,Desktop,Web,DISPLAY,300x600,BR,7316,5605,6769,82.80%,3578,48.91%,46.122925,6.304,8.229,0.013,0,0.00%,0.7661,0.9252,8.2289,0.8218,0.0,0.8218,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Czołowy chorwacki portal informacyjny z szerokim zasięgiem i bezpiecznym, wiarygodnym contentem."
adrenalead,monjardinmamaison.maison-travaux.fr,,Mobile,Web,DISPLAY,500x120,FR,7258,0,0,0.00%,5,0.07%,2.927872,0.403,0.0,0.586,0,0.00%,0.0,0.0,0.0,0.0,0.0002,0.0,low,IAB9 - Hobbies & Interests,IAB23 - Real Estate,lifestyle,"parents, high_income, professionals","Francuski portal poświęcony ogrodnictwu i remontom domowych, docierający do właścicieli nieruchomości zainteresowanych poprawą domu."
yoc,kobieta.onet.pl,,Mobile,Web,DISPLAY,320x50,PL,7188,6272,6874,91.24%,10,0.14%,20.477518,2.849,3.265,2.048,0,0.00%,0.8726,0.9563,3.2649,0.9019,0.0,0.9019,low,IAB19 - Lifestyle,,lifestyle,"mass_reach,young_adults,parents","Portal lifestylowy dla kobiet w ramach portalu Onet, dostarczający treści o mnie, urodzie i relacjach."
rp,www.merca20.com,,Mobile,Web,DISPLAY,320x50,EC,7181,2345,6705,34.97%,4,0.06%,1.109898,0.155,0.473,0.277,0,0.00%,0.3266,0.9337,0.4733,0.5391,0.0006,0.5391,low,IAB3 - Business,IAB19 - Technology & Computing,technology,"professionals, high_income, young_adults",Meksykański serwis o marketingu i technologii biznesowej kierowany do profesjonalistów i przedsiębiorców.
pubmatic,www.thesun.co.uk,,Desktop,Web,DISPLAY,300x250,GB,7170,3848,7067,54.45%,19,0.26%,13.822826,1.928,3.592,0.728,0,0.00%,0.5367,0.9856,3.5922,0.6938,0.0001,0.5203,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,mass_reach,Najpopularniejsza brytyjska gazeta tabloid o ogromnym zasięgu wśród masowej publiczności zainteresowanej rozrywką i sensacją.
adx,tvn24.pl,,Desktop,Web,DISPLAY,728x90,PL,7150,6470,7045,91.84%,7,0.10%,21.490737,3.006,3.322,3.07,0,0.00%,0.9049,0.9853,3.3216,0.933,0.0,0.933,low,IAB12 - News & Politics,,news,"mass_reach, professionals, parents",Jedna z największych polskich stacji informacyjnych o wysokim zaufaniu publiczności i szerokim zasięgu demograficznym.
sovrn,www.elcorreo.com,,Mobile,Web,DISPLAY,970x250,ES,7125,6427,6948,92.50%,27,0.38%,9.295818,1.305,1.446,0.344,0,0.00%,0.902,0.9752,1.4464,0.9276,0.0001,0.9276,low,IAB12 - News & Politics,IAB13 - Events & Happenings,news,"mass_reach, professionals","Wiodący dziennik regionalny z szerokim zasięgiem, oferujący wiarygodną zawartość dla marek poszukujących bezpiecznego umieszczenia w kontekście wiadomości."
adx,www.filmkatalogus.hu,,Desktop,Web,DISPLAY,320x50,HU,7089,5357,6898,77.66%,0,0.00%,1.198696,0.169,0.224,0.0,0,0.00%,0.7557,0.9731,0.2238,0.8318,0.0006,0.8318,low,IAB1 - Arts & Entertainment,IAB16 - Media & Entertainment,entertainment,"mass_reach,young_adults,students","Węgierska baza danych filmów przyciągająca kinomanów, wartościowa dla marek rozrywkowych i streamingowych."
triplelift,www.lemonde.fr,,Mobile,Web,DISPLAY,300x250,FR,7069,4533,6972,65.02%,7,0.10%,9.435209,1.335,2.081,1.348,0,0.00%,0.6413,0.9863,2.0814,0.7621,0.0001,0.7621,low,IAB12 - News & Politics,IAB18 - Business & Finance,news,"professionals,high_income,mass_reach",Jeden z najprestižniejszych światowych dzienników przyciągający inteligencję i decydentów.
rp,story.hu,,Mobile,Web,DISPLAY,320x480,HU,7058,5376,7002,76.78%,31,0.44%,15.70664,2.225,2.922,0.507,0,0.00%,0.7617,0.9921,2.9216,0.8423,0.0,0.6317,medium,IAB9 - Entertainment,IAB12 - News & Politics,entertainment,"mass_reach, young_adults","Węgierski portal rozrywki i celebrytów z dużym zasięgiem, ale zmiennym standardem zawartości."
adxbr,letterboxd.com,,Mobile,Web,DISPLAY,300x250,BR,7047,4601,6362,72.32%,7,0.10%,4.922772,0.699,1.07,0.703,0,0.00%,0.6529,0.9028,1.0699,0.7404,0.0001,0.7404,low,IAB1 - Arts & Entertainment,IAB16 - Books & Literature,entertainment,"young_adults,tech_enthusiasts,mass_reach","Społeczność filmowa z wysoko zaangażowanymi użytkownikami, doskonała dla marek rozrywki, mediów i produktów dla kultury pop."
sovrn,www.fragrantica.com.br,,Desktop,Web,DISPLAY,970x90,BR,7030,3379,6904,48.94%,9,0.13%,9.43605,1.342,2.793,1.048,0,0.00%,0.4807,0.9821,2.7926,0.6562,0.0001,0.6562,low,IAB9 - Hobbies & Interests,,lifestyle,"mass_reach, young_adults, high_income",Brazylijska wersja portalu zapachów przyciąga brazylijska konsumentów zainteresowanych perfumami i kosmetykami.
rp,www.pcgamesn.com,,Desktop,Web,DISPLAY,320x50,GB,7002,4401,6928,63.52%,59,0.84%,18.808043,2.686,4.274,0.319,0,0.00%,0.6285,0.9894,4.2736,0.7548,0.0,0.7548,low,IAB14 - Games,IAB19 - Technology & Computing,gaming,"mass_reach,young_adults,tech_enthusiasts","Portal gier PC z recenzjami i wiadomościami, przyciągający graczy zainteresowanych najnowszymi tytułami i sprzętem komputerowym."
rp,slickdeals.net,,Mobile,Web,DISPLAY,300x250,US,6980,1652,6704,24.64%,9,0.13%,7.906658,1.133,4.786,0.879,0,0.00%,0.2367,0.9605,4.7861,0.49,0.0001,0.49,low,IAB18 - Style & Fashion,IAB3 - Business,lifestyle,"mass_reach, young_adults, high_income","Portal kuponów i ofert przywołujący świadomych konsumentów szukających najlepszych cen, doskonały dla marek e-commerce."
adxbr,itarantimagora.blogspot.com,,Mobile,Web,DISPLAY,336x280,BR,6970,5199,6839,76.02%,29,0.42%,7.549656,1.083,1.452,0.26,0,0.00%,0.7459,0.9812,1.4521,0.8283,0.0001,0.6212,medium,IAB12 - News & Politics,IAB9 - Hobbies & Interests,news,mass_reach,Blog lokalno-informacyjny dociera do zaangażowanej wspólnoty lokalnej zainteresowanej wiadomościami z regionu.
ogury,www.autovit.ro,,Desktop,Web,DISPLAY,300x250,RO,6938,4835,6898,70.09%,4,0.06%,1.563289,0.225,0.323,0.391,0,0.00%,0.6969,0.9942,0.3233,0.801,0.0004,0.801,low,IAB2 - Automotive,IAB3 - Business,automotive,"professionals, high_income, mass_reach","Rumuńska wiodąca platforma handlu samochodami, stanowiąca kluczowe miejsce dla dealerów i kupujących."
appnexus,test-english.com,,Mobile,Web,DISPLAY,320x100,MX,6906,5402,6842,78.95%,48,0.70%,25.133534,3.639,4.653,0.524,0,0.00%,0.7822,0.9907,4.6526,0.8552,0.0,0.8552,low,IAB8 - Books & Literature,IAB5 - Education,education,"students, young_adults","Platforma edukacyjna do nauki języka angielskiego, przyciągająca studentów i uczących się z całego świata."
index,apps.apple.com,Daily Mail,Mobile,In-app,DISPLAY,300x250,US,6763,6111,6742,90.64%,8,0.12%,11.564097,1.71,1.892,1.446,0,0.00%,0.9036,0.9969,1.8923,0.9363,0.0001,0.9363,low,IAB18 - Technology & Computing,,technology,"tech_enthusiasts, professionals, high_income, mass_reach",Oficjalny sklep aplikacji Apple zapewniający dostęp do aplikacji mobilnych dla bogatej i zainteresowanej technologią publiczności.
rp,www.caracoltv.com,,Mobile,Web,DISPLAY,970x250,ES,6716,6219,6608,94.11%,82,1.22%,23.429158,3.489,3.767,0.286,0,0.00%,0.926,0.9839,3.7674,0.9463,0.0,0.7097,medium,IAB11 - Entertainment,IAB12 - News & Politics,entertainment,"mass_reach,young_adults,parents",Telewizyjny portal rozrywkowy oferuje masowy zasięg z bogatą zawartością dla szerokich grup demograficznych.
sovrn,tradingblvd.com,,Mobile,Web,DISPLAY,336x280,BR,6699,2391,6392,37.41%,13,0.19%,1.443522,0.215,0.604,0.111,0,0.00%,0.3569,0.9542,0.6037,0.566,0.0005,0.4245,medium,IAB3 - Business,IAB13 - Personal Finance & Investing,finance,"professionals, high_income","Portal poświęcony tradingowi, docierający do inwestorów, jednak wymaga ostrożności ze względu na ryzyko finansowe."
adxbr,www.yahoo.com,,Mobile,Web,DISPLAY,320x50,MX,6664,6097,6495,93.87%,3,0.05%,6.120153,0.918,1.004,2.04,0,0.00%,0.9149,0.9746,1.0038,0.9358,0.0001,0.7018,medium,IAB12 - News & Politics,IAB18 - Technology & Computing,news,"mass_reach, professionals, high_income, parents","Globalny portal internetowy i agregator treści oferujący wiadomości, poczta i usługi zapewniające maszywny zasięg wśród szerokiego audytorium."
adx,www.horecatrends.pl,,Mobile,Web,DISPLAY,320x100,PL,6631,5778,6439,89.73%,16,0.24%,15.882234,2.395,2.749,0.993,0,0.00%,0.8714,0.971,2.7487,0.9063,0.0,0.9063,low,IAB3 - Business,IAB16 - Hobbies & Interests,lifestyle,"professionals,tech_enthusiasts",Polski portal branżowy poświęcony hotelarsko-restauracyjnemu sektorowi przyciągający profesjonalistów sektora HORECA.
adxbr,informacoesdobrasil.com.br,,Mobile,Web,DISPLAY,336x280,BR,6573,4633,6322,73.28%,36,0.55%,4.393899,0.668,0.948,0.122,0,0.00%,0.7049,0.9618,0.9484,0.7948,0.0001,0.7948,low,IAB12 - News & Politics,IAB13 - Business,news,mass_reach,Portal informacyjny o zasięgu krajowym w Brazylii dociera do szerokich mas zainteresowanych bieżącymi wiadomościami.
adxbr,elimeira.com.br,,Mobile,Web,DISPLAY,336x280,BR,6561,5097,6314,80.73%,51,0.78%,8.720388,1.329,1.711,0.171,0,0.00%,0.7769,0.9624,1.7109,0.8418,0.0001,0.6313,medium,IAB9 - Hobbies & Interests,,lifestyle,mass_reach,"Lokalna platforma zainteresowań dla użytkowników brazylijskich, oferująca targety geograficzne i demograficzne dla kampanii regional."
appnexus,bball1.hu,,Mobile,Web,DISPLAY,970x250,HU,6525,6187,6483,95.43%,19,0.29%,9.369409,1.436,1.514,0.493,0,0.00%,0.9482,0.9936,1.5144,0.9641,0.0001,0.9641,low,IAB17 - Sports,IAB17-3 - Basketball,sports,"mass_reach, young_adults, professionals","Portal sportowy z zaangażowaną publicznością fanów koszykówki, oferujący wysoką widoczność dla marek związanych ze sportem i lifestyle'em."
adxbr,cashroadster.com,,Mobile,Web,DISPLAY,300x250,BR,6484,3508,6293,55.74%,11,0.17%,6.173041,0.952,1.76,0.561,0,0.00%,0.541,0.9705,1.7597,0.6913,0.0001,0.5185,medium,IAB18 - Automotive,IAB3 - Business,automotive,"professionals,high_income",Portal skupu samochodów przyciąga właścicieli aut szukających szybkiej sprzedaży pojazdów.
adxbr,saude.abril.com.br,,Mobile,Web,DISPLAY,336x280,BR,6471,4672,6059,77.11%,32,0.49%,9.950326,1.538,2.13,0.311,0,0.00%,0.722,0.9363,2.1298,0.797,0.0001,0.797,low,IAB7 - Health & Fitness,,health,"mass_reach, parents, high_income","Renomowana brazylijska platforma zdrowotna oferująca wiarygodne miejsce dla marek farmaceutycznych, sportowych i wellness."
adxbr,www.arquitecturaydiseno.es,,Mobile,Web,DISPLAY,300x600,MX,6448,5158,6253,82.49%,64,0.99%,26.364521,4.089,5.111,0.412,0,0.00%,0.7999,0.9698,5.1114,0.8594,0.0,0.8594,low,IAB11 - Home & Garden,IAB1 - Arts & Entertainment,lifestyle,"high_income, professionals, mass_reach","Hiszpański portal poświęcony architekturze i designowi, idealny dla marek mebli, materiałów budowlanych i usług projektowych."
adxbr,lotep.net,,Mobile,Web,DISPLAY,336x280,BR,6436,3351,6299,53.20%,26,0.40%,4.128269,0.641,1.232,0.159,0,0.00%,0.5207,0.9787,1.232,0.681,0.0002,0.5108,medium,IAB20 - Video Gaming,,gaming,"young_adults,students,tech_enthusiasts","Portal gamingowy o niewyraźnym profilu, potencjalnie wartościowy dla marek gaming, ale wymaga weryfikacji bezpieczeństwa treści."
pubmatic,www.fastpeoplesearch.com,,Desktop,Web,DISPLAY,728x90,US,6394,4533,6217,72.91%,0,0.00%,9.621654,1.505,2.123,0.0,0,0.00%,0.7089,0.9723,2.1226,0.8011,0.0001,0.6008,medium,IAB19 - Business & Finance,IAB12 - News & Politics,other,"professionals,high_income,mass_reach","Serwis wyszukiwania danych osobowych, użyteczny dla profesjonalistów, lecz niosący ryzyka związane z prywatnością."
ogury,www.meteo60.fr,,Mobile,Web,DISPLAY,336x280,FR,6389,5754,6283,91.58%,82,1.28%,29.219702,4.573,5.078,0.356,0,0.00%,0.9006,0.9834,5.0782,0.9296,0.0,0.9296,low,IAB19 - Technology & Computing,IAB20 - News & Politics,other,mass_reach,Francuski serwis pogody ma masowy zasięg wśród lokalnych użytkowników codziennie sprawdzających warunki atmosferyczne.
triplelift,kultura.wp.pl,,Mobile,Web,DISPLAY,300x50,PL,6361,5820,6212,93.69%,7,0.11%,16.171321,2.542,2.779,2.31,0,0.00%,0.915,0.9766,2.7786,0.9366,0.0,0.9366,low,IAB12 - News & Politics,IAB9 - Hobbies & Interests,entertainment,"professionals,young_adults","Dział kultury Wirtualnej Polski z treściami o sztuce, kinie, teatrze i życiu kulturalnym."
sovrn,www.buzzfeed.com,,Mobile,Web,DISPLAY,300x250,GB,6336,4099,6240,65.69%,46,0.73%,15.249951,2.407,3.72,0.332,0,0.00%,0.6469,0.9848,3.7204,0.7652,0.0,0.5739,medium,IAB16 - Entertainment,IAB14 - Society,entertainment,"mass_reach, young_adults, students","Portal rozrywkowy ze zróżnicowaną zawartością przyciąga młodą publiczność, ale wymaga monitorowania brand safety."
rp,www.tripadvisor.es,,Desktop,Web,DISPLAY,300x250,ES,6297,4924,6206,79.34%,6,0.10%,11.423587,1.814,2.32,1.904,0,0.00%,0.782,0.9855,2.32,0.8532,0.0001,0.8532,low,IAB20 - Travel,,travel,"mass_reach,high_income,young_adults",Hiszpańska wersja TripAdvisora dociera do turystów szukających informacji o destynacjach turystycznych i opiniach o usługach.
pubmatic,www.correiodopovo.com.br,,Mobile,Web,DISPLAY,320x100,BR,6205,4603,6079,75.72%,23,0.37%,7.996968,1.289,1.737,0.348,0,0.00%,0.7418,0.9797,1.7373,0.8251,0.0001,0.8251,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Brazylijski portal informacyjny Correio do Povo dostarczający wiadomości krajowe dla szerokiej publiczności.
pubmatic,www.ouest-france.fr,,Mobile,Web,DISPLAY,300x600,FR,6146,2655,6038,43.97%,13,0.21%,7.731297,1.258,2.912,0.595,0,0.00%,0.432,0.9824,2.912,0.6246,0.0001,0.6246,low,IAB12 - News & Politics,,news,"mass_reach,professionals","Prestiżowa francuska gazeta regionalna z pełnym zaufaniem odbiorców i wysoką jakością redakcyjną, idealna dla marek premium."
