ADVERTISER_NAME,advertiser_industry,SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile
PL Mercedes-Benz - HR,automotive,adx,www.sofascore.com,,Mobile,Web,DISPLAY,300x250,HR,824,686,797,0.8606999999999999,5,0.61,3.231413,3.922,4.711,0.646,0,0.0,0.8325,0.9672,4.7105,0.9139,0.0095,0.9139,low,IAB2,,automotive,"mass_reach,professionals"
Iowa Treasurer Of State,finance,sovrn,www.wattpad.com,,Desktop,Web,DISPLAY,300x600,US,823,709,819,0.8656999999999999,1,0.12,0.448024,0.544,0.632,0.448,0,0.0,0.8615,0.9951,0.6319,0.9304,0.0705,0.9304,low,IAB13,,finance,"professionals,high_income"
MX Sephora,beauty,adxbr,www.lavanguardia.com,,Mobile,Web,DISPLAY,320x50,MX,821,626,791,0.7914,1,0.12,1.851638,2.255,2.958,1.852,0,0.0,0.7625,0.9635,2.9579,0.8775,0.0151,0.8775,low,IAB18,,lifestyle,"young_adults,high_income"
DR Power,tech,adxus,www.usamega.com,,Desktop,Web,DISPLAY,160x600,US,813,198,794,0.2494,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2435,0.9766,0.0,0.613,0.0,0.613,medium,IAB19,,technology,"young_adults,tech_enthusiasts"
Sky Showtime,entertainment,yoc,wyborcza.pl,,Desktop,Web,DISPLAY,300x250,PL,811,660,802,0.8229000000000001,0,0.0,0.447933,0.552,0.679,0.0,0,0.0,0.8138,0.9889,0.6787,0.9059,0.0656,0.9059,low,IAB1,,entertainment,"mass_reach,young_adults"
DR Power,tech,taboola,www.clarionledger.com,,Mobile,Web,DISPLAY,300x250,US,809,137,788,0.1739,1,0.12,1.35,1.669,9.854,1.35,0,0.0,0.1693,0.974,9.854,0.5739,0.0045,0.3739,high,IAB19,,technology,"young_adults,tech_enthusiasts"
Bradesco SA,banking,id,play.google.com,Lark Player:Music Player & MP3,Mobile,In-app,DISPLAY,500x120,BR,807,0,0,0.0,57,0.0706,3.323455,4.118,0.0,0.058,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB13,,finance,"professionals,high_income"
PL Jaecoo Omoda,automotive,connectad,www.auto-swiat.pl,,Mobile,Web,DISPLAY,320x100,PL,806,719,786,0.9148,7,0.87,3.98446,4.943,5.542,0.569,0,0.0,0.8921,0.9752,5.5417,0.945,0.008,0.945,low,IAB2,,automotive,"mass_reach,professionals"
Lottoland,finance,index,www.gutefrage.net,,Mobile,Web,DISPLAY,320x480,AT,805,518,782,0.6624,5,0.62,3.779458,4.695,7.296,0.756,0,0.0,0.6435,0.9714,7.2963,0.8169,0.0061,0.8169,low,IAB13,,finance,"professionals,high_income"
Bouygues Telecom,tech,appnexus,www.ecranlarge.com,,Mobile,Web,DISPLAY,500x120,FR,799,0,0,0.0,0,0.0,0.795318,0.995,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB19,,technology,"young_adults,tech_enthusiasts"
MX Nissan Nibu,automotive,adxbr,www.hibridosyelectricos.com,,Mobile,Web,DISPLAY,300x600,DO,797,585,777,0.7529,16,0.0200999999999999,3.677237,4.614,6.286,0.23,0,0.0,0.734,0.9749,6.2859,0.8639,0.0071,0.8639,low,IAB2,,automotive,"mass_reach,professionals"
BR Piracanjuba,food,prebid,boasaude.top,,Desktop,Web,DISPLAY,970x90,BR,794,698,758,0.9208,10,1.26,1.340414,1.688,1.92,0.134,0,0.0,0.8791,0.9547,1.9204,0.9377,0.0232,0.9377,low,IAB8,,other,"mass_reach,parents"
USP Zdrowie UMMU,health,appnexus,portal.abczdrowie.pl,,Mobile,Web,DISPLAY,970x250,PL,793,606,770,0.787,2,0.25,1.163826,1.468,1.921,0.582,0,0.0,0.7642,0.971,1.9205,0.879,0.0232,0.879,low,IAB7,,health,"mass_reach,professionals"
BR SalonLine,beauty,adxbr,pe.olx.com.br,,Mobile,Web,DISPLAY,320x50,BR,793,699,776,0.9008,1,0.13,0.216481,0.273,0.31,0.216,0,0.0,0.8815,0.9786,0.3097,0.9397,0.1438,0.9397,low,IAB18,,lifestyle,"young_adults,high_income"
Adidas - Germany,sport,prebidserver,www.heise.de,,Mobile,Web,DISPLAY,300x600,DE,790,431,773,0.5576,1,0.13,4.128071,5.225,9.578,4.128,0,0.0,0.5456,0.9785,9.5779,0.7681,0.0047,0.7681,low,IAB17,,sports,"young_adults,mass_reach"
mtl_emea_de_ip_fp_multi,other,adx,www.infranken.de,,Desktop,Web,DISPLAY,160x600,DE,790,730,771,0.9468,4,0.51,0.908371,1.15,1.244,0.227,0,0.0,0.9241,0.9759,1.2443,0.9614,0.0358,0.9614,low,IAB0,,other,mass_reach
BR Pepsico Gatorade,food,openx,outlook.live.com,,Desktop,Web,DISPLAY,160x600,BR,789,764,784,0.9745,0,0.0,0.932112,1.181,1.22,0.0,0,0.0,0.9683,0.9937,1.22,0.9841,0.0365,0.9841,low,IAB8,,other,"mass_reach,parents"
Sky Showtime,entertainment,openx,www.skijumping.pl,,Desktop,Web,DISPLAY,970x250,PL,781,224,774,0.2894,0,0.0,0.148173,0.19,0.661,0.0,0,0.0,0.2868,0.991,0.6615,0.6402,0.0673,0.6402,medium,IAB1,,entertainment,"mass_reach,young_adults"
Calabria,food,sovrn,blog.giallozafferano.it,,Mobile,Web,DISPLAY,160x600,IT,780,611,768,0.7956,5,0.64,0.272221,0.349,0.446,0.054,0,0.0,0.7833,0.9846,0.4455,0.8901,0.1,0.8901,low,IAB8,,other,"mass_reach,parents"
Bouygues Telecom,tech,adx,www.jeanmarcmorandini.com,,Desktop,Web,DISPLAY,500x120,FR,779,0,0,0.0,1,0.13,0.619422,0.795,0.0,0.619,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB19,,technology,"young_adults,tech_enthusiasts"
RETIF,other,ogury,www.allgaeuer-zeitung.de,,Mobile,Web,DISPLAY,320x100,DE,779,683,775,0.8813,1,0.13,0.349382,0.449,0.512,0.349,0,0.0,0.8768,0.9949,0.5115,0.9381,0.0871,0.9381,low,IAB0,,other,mass_reach
MX Sephora,beauty,opera,www.meteored.mx,,Mobile,Web,DISPLAY,970x250,MX,769,442,742,0.5957,7,0.91,3.576971,4.651,8.093,0.511,0,0.0,0.5748,0.9649,8.0927,0.7803,0.0055,0.7803,low,IAB18,,lifestyle,"young_adults,high_income"
Adidas - Italy,sport,adx,www.paginegialle.it,,Mobile,Web,DISPLAY,320x100,IT,769,349,713,0.4895,1,0.13,1.102604,1.434,3.159,1.103,0,0.0,0.4538,0.9272,3.1593,0.7084,0.0141,0.5084,medium,IAB17,,sports,"young_adults,mass_reach"
Bouygues Telecom,tech,adx,moto-station.com,,Mobile,Web,DISPLAY,300x600,FR,768,622,747,0.8327,1,0.13,1.02196,1.331,1.643,1.022,0,0.0,0.8099,0.9727,1.643,0.9027,0.0271,0.9027,low,IAB19,,technology,"young_adults,tech_enthusiasts"
BR Zurich Seguros,finance,adxbr,www.jogosgratisparacriancas.com,,Desktop,Web,DISPLAY,336x280,BR,766,718,750,0.9573,7,0.91,2.273156,2.968,3.166,0.325,0,0.0,0.9373,0.9791,3.166,0.9682,0.0141,0.9682,low,IAB13,,finance,"professionals,high_income"
Play,gaming,pubmatic,bizblog.spidersweb.pl,,Mobile,Web,DISPLAY,336x280,PL,762,447,754,0.5928,1,0.13,0.166434,0.218,0.372,0.166,0,0.0,0.5866,0.9895,0.3723,0.7912,0.1196,0.7912,low,IAB9,,gaming,"young_adults,mass_reach"
Localiza Seminovos,automotive,adxbr,professoracarolinapalhas.com,,Mobile,Web,DISPLAY,336x280,BR,760,113,306,0.3693,2,0.26,0.236964,0.312,2.097,0.118,0,0.0,0.1487,0.4026,2.097,0.386,0.0212,0.186,high,IAB2,,automotive,"mass_reach,professionals"
Floradix,health,outbrain,www.laleggepertutti.it,,Mobile,Web,DISPLAY,320x100,IT,757,737,752,0.9801,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9736,0.9934,0.0,0.9868,0.0,0.9868,low,IAB7,,health,"mass_reach,professionals"
Adidas - Italy,sport,rp,suchen.mobile.de,,Desktop,Web,DISPLAY,300x600,IT,756,607,752,0.8072,0,0.0,0.430165,0.569,0.709,0.0,0,0.0,0.8029,0.9947,0.7087,0.901,0.0629,0.901,low,IAB17,,sports,"young_adults,mass_reach"
Sky Showtime,entertainment,index,www.vinted.pl,,Mobile,Web,DISPLAY,336x280,PL,756,102,743,0.1373,0,0.0,0.257247,0.34,2.522,0.0,0,0.0,0.1349,0.9828,2.522,0.5601,0.0177,0.5601,medium,IAB1,,entertainment,"mass_reach,young_adults"
BR Citroen do Brasil Automoveis LTDA,automotive,sas,www.bandab.com.br,,Mobile,Web,DISPLAY,320x100,BR,753,656,750,0.8747,2,0.27,0.235979,0.313,0.36,0.118,0,0.0,0.8712,0.996,0.3597,0.9354,0.1238,0.9354,low,IAB2,,automotive,"mass_reach,professionals"
IT Haleon Multicentrum,health,rp,www.romatoday.it,,Desktop,Web,VIDEO,1300x1280,IT,753,0,0,0.0,2,0.27,9.432296,12.526,0.0,4.716,598,0.7942,0.0,0.0,,0.1986,0.0,0.0,high,IAB7,,health,"mass_reach,professionals"
MX Sephora,beauty,rp,www.bibliaon.com,,Mobile,Web,DISPLAY,728x90,MX,753,617,728,0.8475,0,0.0,3.507436,4.658,5.685,0.0,0,0.0,0.8194,0.9668,5.6847,0.9072,0.0078,0.9072,low,IAB18,,lifestyle,"young_adults,high_income"
Nissan_France,automotive,outbrain,www.lejsl.com,,Mobile,Web,DISPLAY,500x120,FR,753,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB2,,automotive,"mass_reach,professionals"
MX Sephora,beauty,rp,www.letras.com,,Mobile,Web,DISPLAY,300x600,MX,753,256,740,0.3459,0,0.0,3.408146,4.526,13.313,0.0,0,0.0,0.34,0.9827,13.3131,0.6643,0.0033,0.6643,medium,IAB18,,lifestyle,"young_adults,high_income"
mtl_emea_fr_dl_barbie_multi,entertainment,kidoz,play.google.com,Avatar Life World: My Story,Mobile,In-app,DISPLAY,1280x720,FR,750,699,722,0.9681,0,0.0,5.192303,6.923,7.428,0.0,0,0.0,0.932,0.9627,7.4282,0.9654,0.006,0.9654,low,IAB1,,entertainment,"mass_reach,young_adults"
British Red Cross,other,adx,dictionary.cambridge.org,,Desktop,Web,DISPLAY,300x600,GB,747,577,726,0.7948000000000001,2,0.27,1.709616,2.289,2.963,0.855,0,0.0,0.7724,0.9719,2.9629,0.8834,0.015,0.8834,low,IAB0,,other,mass_reach
Unicef,family,inmobi,www.adnkronos.com,,Desktop,Web,DISPLAY,336x280,IT,742,221,719,0.3074,1,0.13,2.425555,3.269,10.975,2.426,0,0.0,0.2978,0.969,10.9754,0.6382,0.0041,0.4382,medium,IAB6,,parenting,parents
BR Localiza RAC,automotive,adxbr,xn--pacincia-n1a.eu,,Desktop,Web,DISPLAY,160x600,BR,742,619,738,0.8388,6,0.81,0.57385,0.773,0.927,0.096,0,0.0,0.8342,0.9946,0.9271,0.9167,0.0481,0.9167,low,IAB2,,automotive,"mass_reach,professionals"
777 - Spain,gaming,rp,www.primitivacomprobar.es,,Desktop,Web,DISPLAY,300x250,ES,739,137,718,0.1907999999999999,0,0.0,0.51867,0.702,3.786,0.0,0,0.0,0.1854,0.9716,3.7859,0.5812,0.0118,0.5812,medium,IAB9,,gaming,"young_adults,mass_reach"
Sky Showtime - Poland,entertainment,opera,autoblog.spidersweb.pl,,Mobile,Web,DISPLAY,320x100,PL,736,549,731,0.7509999999999999,0,0.0,0.171079,0.232,0.312,0.0,0,0.0,0.7459,0.9932,0.3116,0.8721,0.143,0.8721,low,IAB1,,entertainment,"mass_reach,young_adults"
Visit Florida,travel,sas,finanse.wp.pl,,Mobile,Web,DISPLAY,300x600,US,736,536,729,0.7353000000000001,6,0.82,2.208,3.0,4.119,0.368,0,0.0,0.7283,0.9905,4.1194,0.8629,0.0108,0.8629,low,IAB20,,other,"mass_reach,high_income"
777 - Spain,gaming,index,juegos.elpais.com,,Mobile,Web,DISPLAY,320x100,ES,735,195,730,0.2671,3,0.41,0.257857,0.351,1.322,0.086,0,0.0,0.2653,0.9932,1.3223,0.6301,0.0337,0.4301,medium,IAB9,,gaming,"young_adults,mass_reach"
Localiza Seminovos,automotive,adxbr,www.escolagames.com.br,,Desktop,Web,DISPLAY,336x280,BR,731,342,349,0.9799,1,0.14,0.0,0.0,0.0,0.0,0,0.0,0.4679,0.4774,0.0,0.7287,0.0,0.7287,low,IAB2,,automotive,"mass_reach,professionals"
British Red Cross,other,adx,paradepets.com,,Mobile,Web,DISPLAY,320x50,GB,730,342,616,0.5552,0,0.0,1.611519,2.208,4.712,0.0,0,0.0,0.4685,0.8438,4.712,0.6995,0.0095,0.6995,medium,IAB0,,other,mass_reach
Warner Bros - Global,entertainment,rp,www.posta.com.tr,,Mobile,Web,DISPLAY,320x50,DE,729,156,715,0.2182,0,0.0,0.069624,0.096,0.446,0.0,0,0.0,0.214,0.9808,0.4463,0.5995,0.0998,0.5995,medium,IAB1,,entertainment,"mass_reach,young_adults"
BR Ype Amaciante Concentrado,fmcg,opera,www.uol.com.br,,Desktop,Web,DISPLAY,300x600,BR,727,602,715,0.8420000000000001,0,0.0,0.593366,0.816,0.986,0.0,0,0.0,0.8281,0.9835,0.9857,0.9128,0.0452,0.9128,low,IAB8,,other,"mass_reach,parents"
Sky Showtime - Hungary,entertainment,index,index.hu,,Desktop,Web,DISPLAY,300x600,HU,726,352,719,0.4896,0,0.0,0.380028,0.523,1.08,0.0,0,0.0,0.4848,0.9904,1.0796,0.74,0.0413,0.74,low,IAB1,,entertainment,"mass_reach,young_adults"
mtl_emea_es_dl_barbie_multi,family,kidoz,play.google.com,Bump Pop,Mobile,In-app,DISPLAY,320x480,ES,725,720,724,0.9945,0,0.0,5.210434,7.187,7.237,0.0,0,0.0,0.9931,0.9986,7.2367,0.9966,0.0062,0.9966,low,IAB6,,parenting,parents
Play,gaming,ogury,leczyca.naszemiasto.pl,,Mobile,Web,DISPLAY,320x100,PL,723,652,712,0.9157,3,0.41,0.512141,0.708,0.785,0.171,0,0.0,0.9018,0.9848,0.7855,0.9503,0.0567,0.9503,low,IAB9,,gaming,"young_adults,mass_reach"
MX Sephora,beauty,adxbr,mx.jobrapido.com,,Mobile,Web,DISPLAY,300x600,MX,722,613,700,0.8756999999999999,12,0.0166,3.777548,5.232,6.162,0.315,0,0.0,0.849,0.9695,6.1624,0.9226,0.0072,0.9226,low,IAB18,,lifestyle,"young_adults,high_income"
F2F - TCL AC,tech,appnexus,timesofindia.indiatimes.com,,Mobile,Web,DISPLAY,300x250,BR,722,416,712,0.5843,3,0.42,0.88254,1.222,2.121,0.294,0,0.0,0.5762,0.9861,2.1215,0.7852,0.021,0.7852,low,IAB19,,technology,"young_adults,tech_enthusiasts"
BR Stellantis Jeep Compass,automotive,adxbr,informenoticias.net,,Mobile,Web,DISPLAY,320x50,BR,721,700,709,0.9873,3,0.42,0.301849,0.419,0.431,0.101,0,0.0,0.9709,0.9834,0.4312,0.9854,0.1033,0.9854,low,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,versiculoscomentados.com.br,,Mobile,Web,DISPLAY,336x280,BR,719,0,0,0.0,7,0.97,0.286281,0.398,0.0,0.041,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB2,,automotive,"mass_reach,professionals"
BR Stellantis RAM Dakota,automotive,rp,www.autoracing.com.br,,Mobile,Web,DISPLAY,300x600,BR,718,415,704,0.5895,7,0.97,1.090194,1.518,2.627,0.156,0,0.0,0.578,0.9805,2.627,0.785,0.017,0.785,low,IAB2,,automotive,"mass_reach,professionals"
Warner Bros - Global,entertainment,adxbr,www.eqsnotas.com,,Mobile,Web,DISPLAY,300x250,AR,717,406,679,0.5979,0,0.0,0.212989,0.297,0.525,0.0,0,0.0,0.5662,0.947,0.5246,0.7724,0.0849,0.7724,low,IAB1,,entertainment,"mass_reach,young_adults"
DR Power,tech,adxus,classifieds.ksl.com,,Desktop,Web,DISPLAY,728x90,US,717,554,710,0.7803,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7727,0.9902,0.0,0.8852,0.0,0.8852,low,IAB19,,technology,"young_adults,tech_enthusiasts"
Warner Bros - Global,entertainment,rp,quizcats.com,,Desktop,Web,DISPLAY,300x250,US,717,522,703,0.7425,0,0.0,0.809317,1.129,1.55,0.0,0,0.0,0.728,0.9805,1.5504,0.8615,0.0287,0.8615,low,IAB1,,entertainment,"mass_reach,young_adults"
Camil_Uniao,food,adxbr,deles.ig.com.br,,Desktop,Web,DISPLAY,300x250,BR,715,504,708,0.7119,503,0.7034999999999999,1.307041,1.828,2.593,0.003,0,0.0,0.7049,0.9902,2.5933,0.851,0.0172,0.851,low,IAB8,,other,"mass_reach,parents"
Betano PT,gaming,rp,www.tsf.pt,,Mobile,Web,DISPLAY,728x90,PT,714,644,708,0.9096,1,0.14,0.387042,0.542,0.601,0.387,0,0.0,0.902,0.9916,0.601,0.9506,0.0741,0.9506,low,IAB9,,gaming,"young_adults,mass_reach"
BR Stellantis Jeep Compass,automotive,adxbr,campograndenews.com.br,,Mobile,Web,DISPLAY,320x100,BR,714,581,671,0.8659,26,0.0364,2.923092,4.094,5.031,0.112,0,0.0,0.8137,0.9398,5.0311,0.9028,0.0089,0.9028,low,IAB2,,automotive,"mass_reach,professionals"
Sky Showtime,entertainment,wpsspexternal,dzienniklodzki.pl,,Mobile,Web,DISPLAY,320x100,PL,709,619,687,0.901,0,0.0,0.197108,0.278,0.318,0.0,0,0.0,0.8731,0.969,0.3184,0.935,0.1399,0.935,low,IAB1,,entertainment,"mass_reach,young_adults"
Localiza Seminovos,automotive,pubmatic,agenciagbc.com,,Mobile,Web,DISPLAY,500x120,BR,706,0,0,0.0,1,0.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,onetag,www.bandab.com.br,,Mobile,Web,DISPLAY,336x280,BR,704,69,176,0.392,2,0.28,0.101894,0.145,1.477,0.051,0,0.0,0.098,0.25,1.4767,0.321,0.0302,0.121,high,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,atibaia.portaldacidade.com,,Mobile,Web,DISPLAY,336x280,BR,701,30,298,0.1007,2,0.29,0.0,0.0,0.0,0.0,0,0.0,0.0428,0.4251,0.0,0.2629,0.0,0.0629,high,IAB2,,automotive,"mass_reach,professionals"
MX Honda,automotive,medianet,www.jigsawplanet.com,,Desktop,Web,DISPLAY,320x50,MX,701,652,678,0.9617,0,0.0,3.064422,4.372,4.7,0.0,0,0.0,0.9301,0.9672,4.7,0.9645,0.0095,0.9645,low,IAB2,,automotive,"mass_reach,professionals"
Sky Showtime - Poland,entertainment,connectad,telemagazyn.pl,,Mobile,Web,DISPLAY,300x600,PL,701,344,680,0.5059,1,0.14,0.192051,0.274,0.558,0.192,0,0.0,0.4907,0.97,0.5583,0.7379,0.0798,0.7379,low,IAB1,,entertainment,"mass_reach,young_adults"
mtl_emea_cy_dl_barbie_multi,entertainment,unityng,play.google.com,Subway Surfers City,Mobile,In-app,VIDEO,1300x1280,CY,699,104,105,0.9905,28,0.0401,2.97573,4.257,28.613,0.106,459,0.6567000000000001,0.1488,0.1502,28.6128,0.6129,0.0016,0.5703,medium,IAB1,,entertainment,"mass_reach,young_adults"
DR Power,tech,outbrain,www.travelandtourworld.com,,Mobile,Web,DISPLAY,300x250,US,695,68,665,0.1023,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0978,0.9568,0.0,0.5295,0.0,0.5295,medium,IAB19,,technology,"young_adults,tech_enthusiasts"
DR Power,tech,appnexus,www.tvguide.com,,Desktop,Web,DISPLAY,970x250,US,694,406,690,0.5884,1,0.14,2.5,3.602,6.158,2.5,0,0.0,0.585,0.9942,6.1576,0.7913,0.0072,0.7913,low,IAB19,,technology,"young_adults,tech_enthusiasts"
Adidas - Italy,sport,outbrain,www.bergamonews.it,,Mobile,Web,DISPLAY,300x600,IT,690,465,678,0.6858,4,0.58,6.035204,8.747,12.979,1.509,0,0.0,0.6739,0.9826,12.9789,0.8342,0.0034,0.8342,low,IAB17,,sports,"young_adults,mass_reach"
BR Ype Amaciante Concentrado,fmcg,opera,www.tudocelular.com,,Desktop,Web,DISPLAY,300x250,BR,688,503,679,0.7408,9,1.31,0.568494,0.826,1.13,0.063,0,0.0,0.7311,0.9869,1.1302,0.8639,0.0394,0.8639,low,IAB8,,other,"mass_reach,parents"
BR_Mercedes_Institucional,automotive,adxbr,www.imei.info,,Desktop,Web,DISPLAY,300x250,BR,688,550,668,0.8234,2,0.29,0.506148,0.736,0.92,0.253,0,0.0,0.7994,0.9709,0.9203,0.8972,0.0484,0.8972,low,IAB2,,automotive,"mass_reach,professionals"
MyCircus - France,entertainment,rhythmone,www.lemonde.fr,,Mobile,Web,DISPLAY,336x280,FR,687,459,685,0.6701,2,0.29,0.7538,1.097,1.642,0.377,0,0.0,0.6681,0.9971,1.6423,0.8336,0.0271,0.8336,low,IAB1,,entertainment,"mass_reach,young_adults"
BR SumUp,finance,rp,entretenimento.r7.com,,Mobile,Web,DISPLAY,970x250,BR,685,586,681,0.8604999999999999,4,0.58,0.73674,1.076,1.257,0.184,0,0.0,0.8555,0.9942,1.2572,0.9273,0.0354,0.9273,low,IAB13,,finance,"professionals,high_income"
BR Stellantis Jeep Compass,automotive,adxbr,minigame.myfunmax.com,,Mobile,Web,DISPLAY,320x50,BR,684,633,679,0.9323,15,0.0219,1.397996,2.044,2.209,0.093,0,0.0,0.9254,0.9927,2.2085,0.9625,0.0202,0.9625,low,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,mg.mgfimoveis.com.br,,Desktop,Web,DISPLAY,160x600,BR,682,81,169,0.4793,2,0.29,0.0,0.0,0.0,0.0,0,0.0,0.1188,0.2478,0.0,0.3635,0.0,0.1635,high,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,www.shihtzubrasill.com.br,,Mobile,Web,DISPLAY,336x280,BR,679,80,127,0.6299,4,0.59,0.108313,0.16,1.354,0.027,0,0.0,0.1178,0.187,1.3539,0.4084,0.0329,0.4084,medium,IAB2,,automotive,"mass_reach,professionals"
BR Stellantis Jeep Compass,automotive,adxbr,www.unisalia.com,,Mobile,Web,DISPLAY,300x250,BR,679,640,666,0.961,25,0.0368,3.301966,4.863,5.159,0.132,0,0.0,0.9426,0.9809,5.1593,0.9709,0.0086,0.9709,low,IAB2,,automotive,"mass_reach,professionals"
Circus Daily - Belgium,entertainment,sas,www.lequipe.fr,,Mobile,Web,DISPLAY,320x100,BE,679,339,663,0.5113,1,0.15,3.008535,4.431,8.875,3.009,0,0.0,0.4993,0.9764,8.8747,0.7439,0.005,0.7439,low,IAB1,,entertainment,"mass_reach,young_adults"
Betano BR,gaming,rp,www.cpubenchmark.net,,Desktop,Web,DISPLAY,300x250,BR,679,124,678,0.1828999999999999,0,0.0,0.096184,0.142,0.776,0.0,0,0.0,0.1826,0.9985,0.7757,0.5907,0.0574,0.5907,medium,IAB9,,gaming,"young_adults,mass_reach"
Sheilas Wheels,finance,appnexus,hollywoodlife.com,,Mobile,Web,DISPLAY,320x100,GB,678,522,658,0.7933,8,1.18,0.715256,1.055,1.37,0.089,0,0.0,0.7699,0.9705,1.3702,0.8819,0.0325,0.8819,low,IAB13,,finance,"professionals,high_income"
Haleon Centrum PL,health,opera,www.livescore.com,,Mobile,Web,DISPLAY,728x90,PL,678,512,618,0.8284999999999999,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7552,0.9115,0.0,0.87,0.0,0.87,low,IAB7,,health,"mass_reach,professionals"
777 - Spain,gaming,appnexus,www.motosan.es,,Mobile,Web,DISPLAY,970x250,ES,676,582,656,0.8872,6,0.89,1.35754,2.008,2.333,0.226,0,0.0,0.8609,0.9704,2.3325,0.9288,0.0191,0.9288,low,IAB9,,gaming,"young_adults,mass_reach"
UK Water Aid,health,adx,ew.com,,Mobile,Web,DISPLAY,320x50,GB,675,660,668,0.988,2,0.3,0.714948,1.059,1.083,0.357,0,0.0,0.9778,0.9896,1.0833,0.9888,0.0411,0.9888,low,IAB7,,health,"mass_reach,professionals"
Sky Showtime,entertainment,adx,distanta.ro,,Mobile,Web,DISPLAY,320x100,RO,673,501,661,0.7579,1,0.15,0.687143,1.021,1.372,0.687,0,0.0,0.7444,0.9822,1.3715,0.87,0.0325,0.87,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,triplelift,www.ign.com,,Mobile,Web,DISPLAY,300x250,HU,672,204,666,0.3063,0,0.0,0.356364,0.53,1.747,0.0,0,0.0,0.3036,0.9911,1.7469,0.6487,0.0255,0.6487,medium,IAB1,,entertainment,"mass_reach,young_adults"
Visit Florida,travel,rp,www.hola.com,,Mobile,Web,DISPLAY,320x50,US,671,627,665,0.9429,0,0.0,2.013,3.0,3.211,0.0,0,0.0,0.9344,0.9911,3.2105,0.967,0.0139,0.967,low,IAB20,,other,"mass_reach,high_income"
BR Pepsico Gatorade,food,sovrn,tvfoco.uai.com.br,,Mobile,Web,VIDEO,1920x1080,BR,671,571,620,0.921,3,0.45,2.473951,3.687,4.333,0.825,506,0.7541,0.851,0.924,4.3327,0.8803,0.0103,0.9225,low,IAB8,,other,"mass_reach,parents"
UK Water Aid,health,adx,play.google.com,Word Search Solitaire,Mobile,In-app,DISPLAY,320x50,GB,670,669,670,0.9985,0,0.0,0.98383,1.468,1.471,0.0,0,0.0,0.9985,1.0,1.4706,0.9992,0.0303,0.9992,low,IAB7,,health,"mass_reach,professionals"
Warner Bros - Global,entertainment,rp,www.thesaurus.com,,Mobile,Web,DISPLAY,970x250,AU,670,177,634,0.2792,0,0.0,1.12557,1.68,6.359,0.0,0,0.0,0.2642,0.9463,6.3592,0.6128,0.007,0.6128,medium,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,adx,radomsko.naszemiasto.pl,,Desktop,Web,DISPLAY,970x250,PL,670,362,624,0.5801,0,0.0,0.275065,0.411,0.76,0.0,0,0.0,0.5403,0.9313,0.7598,0.7557,0.0586,0.7557,low,IAB1,,entertainment,"mass_reach,young_adults"
Grosvenor Casinos,entertainment,inmobi,sudoku.com,,Desktop,Web,DISPLAY,728x90,GB,668,264,668,0.3952,1,0.15,0.452474,0.677,1.714,0.452,0,0.0,0.3952,1.0,1.7139,0.6976,0.026,0.4976,medium,IAB1,,entertainment,"mass_reach,young_adults"
FDJ - FR,gaming,sovrn,actualitesdujour.ouest-france.fr,,Desktop,Web,DISPLAY,300x600,FR,667,536,657,0.8158,2,0.3,0.362436,0.543,0.676,0.181,0,0.0,0.8036,0.985,0.6762,0.9004,0.0659,0.9004,low,IAB9,,gaming,"young_adults,mass_reach"
